customer_id,orders_last_3_months,avg_order_value,discount_usage,days_since_last_order,customer_tenure,membership_tier,complaints_filed,email_open_rate,churn,predicted_churn_probability
CUST013039,1,31.92,5.0,8,56,Bronze,0,0.82,0,0.18829580232156148
CUST013040,8,44.76,1.0,12,39,Platinum,0,0.986,0,0.008223192134589115
CUST013041,5,26.47,1.0,4,16,Platinum,0,0.381,0,0.08404847279364223
CUST013042,8,37.18,7.0,57,28,Silver,0,0.739,0,0.42606306567925534
CUST013043,9,22.83,7.0,9,2,Bronze,0,0.628,0,0.27544781187702083
CUST013044,7,41.22,2.0,16,31,Silver,0,1.0,0,0.015130609606171115
CUST013045,10,32.28,,30,49,Platinum,1,0.909,0,0.02386055852723832
CUST013046,9,38.88,3.0,25,54,Gold,0,0.624,0,0.02309560259822526
CUST013047,8,43.94,4.0,54,33,Silver,1,0.902,0,0.1449795451188342
CUST013048,6,23.0,1.0,14,47,Silver,0,,0,0.024572725201671995
CUST013049,8,36.64,0.0,17,21,Platinum,1,0.885,0,0.022613736872283623
CUST013050,3,34.68,6.0,6,49,Bronze,1,0.771,0,0.20732288212656227
CUST013051,7,33.63,2.0,29,6,Bronze,0,0.649,0,0.13809105063463856
CUST013052,3,26.86,2.0,8,20,Gold,0,0.655,0,0.03006308494794546
CUST013053,7,18.98,6.0,25,31,Bronze,0,0.811,0,0.22389902046999952
CUST013054,6,15.86,3.0,67,46,Bronze,1,0.752,0,0.42946065175184345
CUST013055,2,9.64,7.0,69,33,Bronze,0,0.721,1,0.9361151306318545
CUST013056,4,25.84,6.0,65,35,Bronze,1,0.756,1,0.9017189778533562
CUST013057,8,27.83,4.0,17,22,Bronze,0,0.842,0,0.0419738798474129
CUST013058,14,39.33,3.0,29,39,Silver,1,0.779,0,0.03372152646777527
CUST013059,7,26.38,8.0,22,9,Bronze,1,0.741,1,0.3503885616913528
CUST013060,2,36.74,2.0,37,54,Silver,1,0.707,0,0.2018291656901474
CUST013061,1,26.62,4.0,67,49,Bronze,0,0.893,1,0.7712852537423948
CUST013062,6,42.46,3.0,67,29,Gold,0,0.744,0,0.1683954958776877
CUST013063,6,21.16,6.0,69,42,Silver,1,0.889,0,0.5209450581940198
CUST013064,9,22.13,4.0,30,68,Platinum,1,0.672,0,0.08177955412606638
CUST013065,5,31.15,5.0,45,23,Bronze,0,0.717,1,0.5770220338310095
CUST013066,3,15.41,5.0,69,17,Bronze,0,0.73,0,0.8689973997259792
CUST013067,5,36.6,2.0,70,31,Gold,1,0.603,0,0.3352466647387655
CUST013068,6,13.36,0.0,10,9,Gold,1,0.692,1,0.319938690837454
CUST013069,1,27.73,7.0,68,45,Bronze,2,0.65,1,0.9331772650852576
CUST013070,5,37.66,2.0,21,36,Silver,2,0.578,0,0.12655063429440316
CUST013071,7,17.26,2.0,68,22,Silver,0,0.846,0,0.32664134393276256
CUST013072,4,42.8,7.0,21,30,Bronze,0,0.695,0,0.5072673441805436
CUST013073,5,53.19,4.0,4,4,Silver,0,0.881,0,0.08622909278887213
CUST013074,0,22.74,7.0,36,37,Bronze,0,0.478,1,0.7678470428561047
CUST013075,4,30.63,4.0,27,52,Bronze,1,0.902,0,0.22737688516865223
CUST013076,4,21.11,3.0,38,43,Gold,0,0.879,0,0.09861787224083582
CUST013077,10,26.79,6.0,21,48,Silver,0,0.869,0,0.055316920683987726
CUST013078,9,38.49,,40,12,Gold,1,1.0,0,0.0502198367921287
CUST013079,4,38.99,4.0,71,21,Silver,0,0.926,0,0.6280745396844021
CUST013080,7,23.67,1.0,50,59,Platinum,0,0.992,0,0.033647222155959146
CUST013081,4,14.45,4.0,71,50,Bronze,0,0.604,1,0.7441390539681616
CUST013082,6,20.92,,32,49,Bronze,1,0.706,0,0.17125961545177915
CUST013083,3,27.19,5.0,12,15,Bronze,0,0.735,0,0.40634218783437165
CUST013084,8,28.49,4.0,49,33,Silver,1,0.807,0,0.17907318769140063
CUST013085,6,31.76,5.0,8,28,Silver,0,0.737,0,0.04647567596696525
CUST013086,6,34.9,5.0,68,58,Silver,1,0.831,0,0.326765838773216
CUST013087,2,42.22,4.0,40,1,Bronze,0,0.578,0,0.3424585732216184
CUST013088,4,18.38,,69,32,Bronze,1,0.758,1,0.8207938215743679
CUST013089,4,45.28,1.0,7,14,Gold,1,0.914,0,0.03643055799862332
CUST013090,5,40.09,1.0,36,65,Gold,0,0.762,0,0.02391880642044708
CUST013091,1,20.76,5.0,51,33,Bronze,1,0.727,1,0.8477233081156642
CUST013092,4,26.49,5.0,60,27,Silver,0,0.634,0,0.7834835171536304
CUST013093,9,26.54,4.0,48,59,Silver,0,0.958,0,0.05179767086925603
CUST013094,7,28.71,2.0,59,42,Gold,0,0.848,0,0.09141508555761313
CUST013095,7,27.46,2.0,18,47,Bronze,0,0.473,0,0.12714029960152315
CUST013096,4,21.79,4.0,5,54,Silver,0,0.953,0,0.07864224319951633
CUST013097,1,25.37,4.0,77,11,Bronze,1,0.878,1,0.8482343260824002
CUST013098,5,31.49,6.0,60,52,Bronze,0,0.779,1,0.7182960088304017
CUST013099,6,32.48,1.0,69,37,Gold,0,0.937,0,0.048361313896879664
CUST013100,12,24.99,5.0,74,6,Bronze,1,1.0,0,0.34647806141498005
CUST013101,4,13.56,8.0,58,6,Bronze,0,0.553,1,0.9379045933174525
CUST013102,9,27.55,7.0,30,9,Bronze,0,0.787,0,0.2947890527515048
CUST013103,6,19.68,7.0,49,28,Bronze,0,0.525,1,0.7271478704523592
CUST013104,6,32.59,5.0,57,8,Silver,0,0.87,1,0.6192612871796266
CUST013105,7,11.28,7.0,13,56,Bronze,0,0.609,0,0.17119707017849983
CUST013106,10,24.1,3.0,22,30,Silver,1,0.876,0,0.04163830611975196
CUST013107,9,25.97,4.0,55,14,Gold,0,,0,0.10787393621528721
CUST013108,8,32.2,5.0,53,3,Bronze,0,0.316,0,0.4593857595856435
CUST013109,9,30.91,1.0,71,48,Gold,1,0.844,0,0.055981100034615774
CUST013110,2,18.29,8.0,78,41,Bronze,0,0.709,1,0.9366715817229208
CUST013111,12,39.43,4.0,36,30,Bronze,2,0.528,0,0.1638122839437876
CUST013112,5,30.54,4.0,33,23,Bronze,1,0.588,1,0.5416127450632542
CUST013113,2,8.0,6.0,23,14,Bronze,0,0.393,1,0.7222801843454111
CUST013114,3,39.4,6.0,7,16,Bronze,0,0.884,1,0.2870565897359929
CUST013115,3,32.66,5.0,25,8,Bronze,0,0.886,0,0.32266480161065014
CUST013116,7,16.07,1.0,23,17,Gold,1,0.715,0,0.07145235936951107
CUST013117,11,39.6,2.0,53,22,Silver,0,0.985,0,0.05889227710771549
CUST013118,5,9.32,2.0,67,50,Gold,0,0.337,0,0.2505935948849609
CUST013119,10,15.43,2.0,31,51,Silver,0,0.632,0,0.02835223220149947
CUST013120,4,8.0,3.0,56,28,Silver,0,0.764,0,0.49868796246632563
CUST013121,9,43.31,4.0,34,5,Bronze,1,0.688,0,0.13478463784689315
CUST013122,4,36.27,2.0,18,21,Silver,0,0.736,0,0.07745554206140887
CUST013123,4,33.8,7.0,17,37,Bronze,0,0.882,1,0.35624569357193675
CUST013124,8,29.13,1.0,33,8,Gold,0,0.79,0,0.05338927719311484
CUST013125,7,48.17,6.0,51,17,Gold,0,0.89,0,0.22580867914156907
CUST013126,5,8.0,8.0,28,10,Bronze,0,0.452,0,0.6263780878289085
CUST013127,3,28.72,6.0,71,12,Silver,0,0.749,1,0.8780718133131866
CUST013128,5,22.08,5.0,6,48,Silver,0,0.989,0,0.04974397593871628
CUST013129,4,19.66,4.0,52,57,Silver,0,0.872,0,0.4302044126034195
CUST013130,2,25.12,3.0,52,5,Bronze,0,0.913,0,0.512122651497252
CUST013131,5,31.14,2.0,37,33,Silver,0,0.52,0,0.13566865013559265
CUST013132,6,24.07,6.0,54,47,Gold,1,0.936,0,0.22239384514930435
CUST013133,5,17.3,6.0,39,44,Bronze,0,0.477,0,0.5833582392834227
CUST013134,7,39.83,4.0,76,7,Silver,0,0.521,1,0.567336754240654
CUST013135,7,12.38,6.0,42,52,Bronze,0,0.94,0,0.2684114456942086
CUST013136,5,28.02,3.0,4,19,Gold,0,0.834,0,0.026764469703169882
CUST013137,3,35.91,5.0,9,26,Bronze,0,0.653,1,0.363945693857687
CUST013138,3,46.47,6.0,34,23,Bronze,0,0.773,0,0.593141417701768
CUST013139,5,37.59,4.0,22,45,Bronze,0,0.785,0,0.13085570717018857
CUST013140,6,43.99,4.0,23,17,Gold,0,0.666,0,0.01463939653050607
CUST013141,5,34.19,6.0,34,25,Silver,0,0.916,0,0.2609949167260832
CUST013142,7,13.67,3.0,65,8,Bronze,0,0.512,0,0.5427737987682033
CUST013143,1,25.76,5.0,20,1,Bronze,0,0.72,0,0.48068472684695107
CUST013144,6,18.49,2.0,58,49,Gold,0,0.842,0,0.05723319445253681
CUST013145,6,15.63,5.0,45,20,Bronze,0,0.708,0,0.5375055357853331
CUST013146,4,32.42,5.0,20,15,Bronze,0,0.746,0,0.36170548050694906
CUST013147,5,47.46,3.0,66,39,Platinum,1,0.915,0,0.1707565187727156
CUST013148,8,38.15,6.0,44,32,Bronze,0,0.858,0,0.3120037459356411
CUST013149,9,39.98,5.0,67,20,Silver,0,0.759,0,0.15782291397596002
CUST013150,2,29.62,6.0,58,29,Bronze,0,0.807,1,0.860264553365548
CUST013151,6,20.87,5.0,14,39,Silver,0,0.766,0,0.06335474148847531
CUST013152,12,26.52,0.0,22,26,Gold,0,0.678,0,0.028222769114278335
CUST013153,4,32.97,5.0,16,29,Bronze,1,0.732,0,0.2975241905673096
CUST013154,6,38.72,3.0,37,18,Silver,0,0.471,0,0.1409277979342298
CUST013155,10,28.63,2.0,30,60,Gold,1,0.835,0,0.02902850098655773
CUST013156,9,43.06,3.0,23,42,Gold,1,0.931,0,0.009218415886744541
CUST013157,6,27.92,,18,10,Bronze,0,0.89,0,0.07290437562478246
CUST013158,8,9.78,8.0,59,31,Bronze,0,0.966,0,0.5868534741465403
CUST013159,5,33.46,1.0,40,53,Gold,0,0.796,0,0.04062250917609513
CUST013160,2,34.52,6.0,77,4,Bronze,0,0.209,1,0.9232477984613451
CUST013161,4,15.74,5.0,44,25,Bronze,0,0.636,0,0.6249730596108749
CUST013162,9,10.85,7.0,43,36,Bronze,0,1.0,0,0.22451159021847028
CUST013163,12,36.66,2.0,71,40,Gold,0,0.817,0,0.026574927376257426
CUST013164,4,8.0,5.0,10,39,Bronze,1,0.388,0,0.3625329430015719
CUST013165,7,28.95,5.0,27,22,Bronze,1,0.866,1,0.26760955845765433
CUST013166,6,9.15,4.0,22,23,Silver,0,1.0,0,0.0756079602503027
CUST013167,7,19.4,4.0,67,30,Bronze,0,0.735,0,0.3395638173677632
CUST013168,6,16.19,5.0,69,14,Bronze,1,0.681,1,0.8202774872421298
CUST013169,6,30.08,4.0,31,9,Silver,0,0.681,0,0.0742719594414642
CUST013170,4,14.83,5.0,36,13,Bronze,1,0.885,0,0.49390275682061785
CUST013171,7,22.42,1.0,0,23,Platinum,1,0.732,0,0.02577474064195
CUST013172,1,33.72,6.0,34,37,Bronze,0,0.738,0,0.6496501892201502
CUST013173,9,25.43,1.0,38,21,Gold,0,0.853,0,0.08859285220394388
CUST013174,7,11.65,5.0,39,5,Silver,0,0.815,0,0.24181886858281554
CUST013175,8,23.57,,23,8,Bronze,0,0.924,0,0.03822773517508223
CUST013176,5,24.56,9.0,22,26,Bronze,0,,0,0.3656102794195701
CUST013177,5,32.54,3.0,74,13,Silver,1,0.938,0,0.4364672510583442
CUST013178,2,31.17,4.0,76,33,Bronze,0,0.827,0,0.7408608370775186
CUST013179,4,27.38,6.0,62,4,Bronze,0,,0,0.894483270346724
CUST013180,11,40.82,3.0,6,23,Platinum,0,0.959,0,0.004908546527040513
CUST013181,7,43.35,5.0,14,55,Silver,0,0.985,0,0.018163341009376933
CUST013182,5,42.6,4.0,31,25,Gold,2,0.835,0,0.06621436665396913
CUST013183,9,32.03,6.0,39,6,Bronze,0,0.786,0,0.37014697826068577
CUST013184,4,38.1,6.0,27,11,Bronze,1,0.625,0,0.6460409757587675
CUST013185,9,48.94,2.0,10,33,Silver,1,0.857,0,0.042767514744882565
CUST013186,4,25.05,5.0,63,9,Bronze,0,0.7,0,0.8684054487977896
CUST013187,7,30.88,4.0,35,12,Bronze,1,0.986,0,0.19669347956788893
CUST013188,5,26.77,6.0,53,52,Bronze,0,0.572,0,0.6266559006224994
CUST013189,4,21.42,6.0,64,16,Bronze,0,0.792,1,0.8855432280972388
CUST013190,7,30.55,4.0,36,16,Gold,1,0.926,0,0.05556785845041716
CUST013191,8,24.95,8.0,50,47,Bronze,0,1.0,1,0.42692187735236087
CUST013192,8,27.58,0.0,33,61,Platinum,0,0.903,0,0.02294212604155268
CUST013193,3,34.9,5.0,70,25,Bronze,0,0.546,0,0.8975582048149534
CUST013194,1,21.22,6.0,55,28,Bronze,0,0.573,1,0.9004657615533967
CUST013195,7,23.47,5.0,42,22,Bronze,0,0.497,1,0.5630309448914608
CUST013196,4,38.39,5.0,6,47,Silver,1,0.745,0,0.07590130186868595
CUST013197,5,41.09,2.0,13,42,Gold,0,0.626,0,0.012749669899339266
CUST013198,8,38.34,0.0,54,55,Gold,1,0.772,0,0.0830559914924954
CUST013199,6,18.81,4.0,69,44,Bronze,1,0.781,0,0.537689290200326
CUST013200,11,34.67,7.0,29,40,Bronze,0,0.791,0,0.16261529324370863
CUST013201,11,25.21,2.0,41,52,Gold,0,0.982,0,0.03745864382251288
CUST013202,4,33.19,4.0,47,7,Bronze,0,0.792,1,0.4885711841623324
CUST013203,5,22.12,5.0,16,16,Silver,1,0.896,0,0.18152604473291703
CUST013204,4,22.39,5.0,57,53,Bronze,0,0.92,1,0.6841554632977416
CUST013205,4,25.64,3.0,8,9,Bronze,1,0.61,0,0.20883316253237283
CUST013206,1,25.44,2.0,14,2,Bronze,0,0.832,0,0.2469143205898552
CUST013207,3,25.1,3.0,63,23,Bronze,0,0.199,1,0.8482791043703247
CUST013208,7,37.89,4.0,5,42,Gold,2,0.453,0,0.0339224057972427
CUST013209,10,34.91,5.0,69,21,Silver,0,0.655,0,0.2085602950466465
CUST013210,4,14.1,2.0,36,54,Gold,1,0.768,0,0.06206216790087774
CUST013211,3,33.81,5.0,76,27,Silver,1,0.597,1,0.8080346875053042
CUST013212,8,16.77,5.0,15,33,Bronze,0,0.827,0,0.055704032232263674
CUST013213,5,26.15,7.0,61,3,Silver,0,0.88,0,0.581569714877298
CUST013214,6,19.62,4.0,69,37,Bronze,0,0.658,1,0.5374066616317904
CUST013215,5,26.2,0.0,39,15,Gold,2,0.794,0,0.2212388873681796
CUST013216,5,18.86,4.0,33,38,Bronze,0,0.598,0,0.284610226971811
CUST013217,7,40.61,3.0,51,19,Gold,1,0.673,1,0.30658396991424225
CUST013218,5,36.75,4.0,31,26,Silver,0,0.66,0,0.10412661002951304
CUST013219,4,34.88,4.0,27,17,Silver,2,0.579,0,0.29596578755762487
CUST013220,5,37.25,4.0,64,31,Silver,0,0.788,0,0.5781114425251958
CUST013221,7,41.16,3.0,63,14,Silver,0,0.925,0,0.21133246317458948
CUST013222,6,23.37,3.0,38,8,Silver,1,0.356,0,0.2830972641050397
CUST013223,3,29.35,3.0,65,59,Silver,0,0.603,0,0.3581182027527655
CUST013224,3,15.68,4.0,20,25,Bronze,0,0.451,0,0.35487369032435606
CUST013225,7,39.22,4.0,36,27,Silver,0,0.823,0,0.1203651489404604
CUST013226,3,29.6,4.0,71,10,Bronze,1,0.419,1,0.909055531686502
CUST013227,4,35.72,5.0,62,44,Silver,0,0.335,0,0.6812897869721884
CUST013228,7,21.46,2.0,4,6,Silver,0,,0,0.031923604748693955
CUST013229,5,8.19,6.0,39,39,Bronze,0,0.455,1,0.631051828106472
CUST013230,8,36.08,2.0,13,12,Silver,1,0.449,0,0.049551541564588096
CUST013231,3,16.08,3.0,70,21,Silver,0,0.69,1,0.6907907630842126
CUST013232,2,26.08,3.0,6,14,Silver,1,0.615,1,0.3754801652546355
CUST013233,12,28.3,4.0,41,54,Silver,0,1.0,0,0.039379708975400524
CUST013234,8,31.77,4.0,10,41,Silver,0,1.0,0,0.015927449714193874
CUST013235,6,35.27,5.0,60,34,Silver,1,0.952,0,0.28724563149107085
CUST013236,7,22.56,5.0,11,7,Bronze,0,0.655,0,0.1538798288321263
CUST013237,4,8.0,6.0,70,18,Bronze,0,0.78,1,0.8888678488219989
CUST013238,4,8.0,6.0,3,27,Silver,0,0.667,0,0.15440061369302338
CUST013239,4,29.72,6.0,18,42,Bronze,0,0.482,0,0.3908186623004749
CUST013240,2,22.34,4.0,64,37,Bronze,1,0.607,1,0.8811965400950355
CUST013241,9,19.23,5.0,74,17,Bronze,0,0.664,0,0.5415350732137748
CUST013242,2,26.13,3.0,27,1,Bronze,1,0.857,0,0.4389933640492324
CUST013243,9,40.47,2.0,28,48,Platinum,0,0.509,0,0.011595757311336384
CUST013244,6,29.15,5.0,17,45,Bronze,0,0.771,0,0.0606059036355069
CUST013245,3,14.17,4.0,19,1,Bronze,1,0.572,1,0.4456238302559344
CUST013246,12,27.64,1.0,16,45,Gold,1,0.919,0,0.018059246190596026
CUST013247,8,36.16,3.0,4,15,Platinum,1,0.518,0,0.021847886199932835
CUST013248,4,8.0,6.0,9,53,Bronze,1,0.832,0,0.3262468315624015
CUST013249,7,15.89,2.0,12,48,Gold,0,0.844,0,0.014516028045817515
CUST013250,6,34.47,6.0,80,23,Bronze,0,0.92,0,0.5910523989637322
CUST013251,7,31.83,3.0,15,24,Gold,1,0.624,0,0.018450683216960615
CUST013252,7,27.02,4.0,37,3,Bronze,0,0.843,0,0.1897957024104808
CUST013253,3,22.42,8.0,71,34,Bronze,0,0.558,1,0.9324929574731755
CUST013254,2,23.52,7.0,68,14,Bronze,0,0.738,1,0.9368360738469209
CUST013255,7,26.31,4.0,7,30,Silver,0,,0,0.039265778819877015
CUST013256,4,12.21,7.0,14,19,Bronze,0,0.4,0,0.5569081769074863
CUST013257,2,24.07,6.0,15,42,Silver,0,0.764,0,0.3456914793366705
CUST013258,6,40.99,2.0,74,56,Silver,0,0.817,0,0.13868804096262427
CUST013259,8,27.11,5.0,8,12,Bronze,0,0.702,0,0.1047571833910558
CUST013260,10,35.22,4.0,31,51,Gold,0,1.0,0,0.02314647033361686
CUST013261,0,29.58,5.0,36,38,Bronze,2,0.606,0,0.6109719442447812
CUST013262,8,36.32,7.0,80,36,Bronze,0,0.981,0,0.5269999981023317
CUST013263,4,21.41,,26,32,Bronze,0,0.82,0,0.23597898826276997
CUST013264,9,16.94,5.0,78,19,Bronze,1,0.601,0,0.6254231923806218
CUST013265,6,25.02,7.0,29,30,Bronze,0,0.75,0,0.2957089365427732
CUST013266,6,20.68,6.0,50,42,Silver,0,0.94,0,0.2980103284199781
CUST013267,6,41.63,3.0,29,19,Silver,1,0.803,0,0.06571314718075327
CUST013268,5,40.94,,37,12,Bronze,0,0.881,0,0.23949443374119508
CUST013269,3,29.78,8.0,18,31,Bronze,0,0.689,0,0.6028705830584777
CUST013270,8,46.72,1.0,50,35,Gold,1,0.997,0,0.04609658234999807
CUST013271,5,21.1,6.0,38,13,Bronze,2,0.654,1,0.7388572733719504
CUST013272,3,32.34,8.0,34,26,Silver,0,0.92,0,0.5000645369054157
CUST013273,7,35.2,3.0,24,22,Gold,1,0.849,0,0.018426626703192853
CUST013274,2,23.35,4.0,55,33,Bronze,0,0.802,1,0.6581729735770567
CUST013275,6,26.73,3.0,33,59,Silver,0,0.946,0,0.04374780023016904
CUST013276,12,35.52,1.0,39,53,Gold,0,0.874,0,0.042855154287252895
CUST013277,3,33.07,4.0,31,14,Silver,1,0.738,0,0.5115051889427885
CUST013278,8,41.37,1.0,35,67,Platinum,0,0.77,0,0.055517959021345153
CUST013279,7,18.51,4.0,59,26,Bronze,1,0.901,1,0.40720209968545673
CUST013280,2,38.69,3.0,27,43,Silver,2,0.675,0,0.28311280537891004
CUST013281,4,8.0,5.0,25,23,Bronze,0,0.796,0,0.3689109702702257
CUST013282,5,15.13,6.0,64,44,Bronze,0,0.938,1,0.7239002724629743
CUST013283,9,31.34,2.0,41,36,Platinum,0,0.923,0,0.014741399330486502
CUST013284,2,39.84,5.0,15,45,Bronze,0,0.688,0,0.2446173741898784
CUST013285,9,49.58,1.0,18,24,Platinum,1,0.622,0,0.030599440857408768
CUST013286,4,31.13,3.0,8,20,Silver,0,0.816,0,0.09289145771235499
CUST013287,6,34.32,3.0,61,61,Gold,0,0.984,0,0.039602959438907875
CUST013288,9,31.55,2.0,64,66,Platinum,1,0.838,0,0.04499955366515147
CUST013289,6,21.67,4.0,42,34,Silver,1,0.902,0,0.16276916839417477
CUST013290,6,20.13,1.0,33,60,Platinum,1,0.774,0,0.022451683378546843
CUST013291,8,29.16,3.0,72,19,Gold,1,0.68,1,0.33400839086997913
CUST013292,3,37.6,6.0,14,54,Silver,0,0.58,0,0.19848988892320857
CUST013293,7,31.59,5.0,25,3,Silver,1,0.777,0,0.07888293816665945
CUST013294,2,32.57,2.0,41,50,Bronze,0,0.733,0,0.23982392129641142
CUST013295,10,8.0,6.0,27,25,Bronze,0,0.932,0,0.16789777703833803
CUST013296,8,8.0,5.0,19,11,Bronze,1,0.445,0,0.26633000411401864
CUST013297,8,24.75,5.0,22,21,Bronze,1,0.778,0,0.12728520089244594
CUST013298,6,21.32,4.0,33,8,Bronze,1,0.554,1,0.5285282252367328
CUST013299,3,20.22,4.0,58,6,Silver,2,0.791,1,0.8202298149785691
CUST013300,8,29.28,3.0,51,32,Silver,1,0.714,0,0.2503574258889637
CUST013301,4,19.7,5.0,14,37,Silver,1,0.735,0,0.18665194644337452
CUST013302,9,32.75,2.0,27,32,Gold,1,0.845,0,0.02005868790751109
CUST013303,11,30.23,0.0,25,29,Platinum,1,1.0,0,0.017137594117307125
CUST013304,8,36.97,2.0,60,24,Gold,0,0.99,0,0.06465452945162971
CUST013305,8,8.0,6.0,17,18,Silver,0,,0,0.10536944303899673
CUST013306,11,23.93,4.0,73,1,Bronze,1,1.0,0,0.22620716190609916
CUST013307,8,38.64,1.0,69,12,Gold,0,0.517,0,0.13267671381271473
CUST013308,6,38.19,7.0,78,20,Bronze,0,0.847,1,0.7926058509362756
CUST013309,3,27.58,7.0,79,34,Bronze,0,0.29,1,0.924661378786229
CUST013310,0,28.76,5.0,68,13,Bronze,0,0.392,1,0.9295241570777035
CUST013311,9,29.8,5.0,4,8,Silver,0,0.914,0,0.033166588081433836
CUST013312,8,15.96,5.0,15,20,Silver,0,0.692,0,0.054075959289488315
CUST013313,8,37.16,4.0,58,28,Bronze,0,0.693,0,0.3077923660587851
CUST013314,15,33.66,4.0,42,30,Gold,0,0.836,0,0.02898707449965918
CUST013315,1,38.82,,64,16,Bronze,0,0.707,1,0.8308447779232051
CUST013316,5,33.63,5.0,78,56,Bronze,1,0.9,1,0.708914482531807
CUST013317,0,11.01,4.0,57,42,Bronze,1,0.534,1,0.8546277327216171
CUST013318,4,25.55,6.0,55,29,Bronze,0,0.807,1,0.8126807194533461
CUST013319,7,24.77,2.0,55,7,Gold,0,0.846,0,0.10720433477876413
CUST013320,0,32.84,6.0,12,24,Bronze,0,0.488,1,0.6403738181013654
CUST013321,8,25.37,4.0,73,19,Bronze,2,0.981,0,0.3172151572916128
CUST013322,11,8.0,7.0,63,4,Bronze,0,0.722,1,0.3896703958763506
CUST013323,6,33.17,1.0,39,11,Gold,0,0.858,0,0.07134787373588576
CUST013324,9,42.8,1.0,51,67,Platinum,0,1.0,0,0.014791017608712131
CUST013325,3,33.66,5.0,37,59,Silver,0,0.578,0,0.23407502778359268
CUST013326,7,46.67,4.0,76,41,Silver,0,0.845,0,0.34679124524914995
CUST013327,10,35.0,3.0,35,48,Gold,0,0.836,0,0.02481317775989304
CUST013328,6,12.45,6.0,8,22,Bronze,1,0.857,0,0.12233481155013644
CUST013329,6,8.0,7.0,80,13,Bronze,0,0.964,0,0.6812607049227647
CUST013330,7,26.87,4.0,35,53,Silver,1,1.0,0,0.08255676923137993
CUST013331,8,23.64,6.0,31,7,Bronze,0,0.925,0,0.25475316440758367
CUST013332,5,27.34,4.0,28,57,Silver,0,0.899,0,0.07213545815330505
CUST013333,9,35.18,7.0,76,53,Silver,0,0.938,0,0.31146220107727285
CUST013334,6,33.83,7.0,35,37,Bronze,0,0.61,0,0.2896291280327283
CUST013335,6,35.41,6.0,38,23,Silver,0,0.301,0,0.3259323618781574
CUST013336,5,32.54,5.0,37,9,Bronze,1,0.771,0,0.49978732484505684
CUST013337,3,28.87,6.0,28,21,Bronze,0,,0,0.7244854230155438
CUST013338,12,28.33,2.0,58,58,Gold,0,0.986,0,0.01337401168774741
CUST013339,5,10.79,1.0,57,40,Silver,1,0.697,0,0.23556350880630145
CUST013340,7,36.98,5.0,57,19,Bronze,0,0.807,0,0.3710564363225906
CUST013341,4,28.73,5.0,76,40,Bronze,0,0.677,1,0.8617367597856446
CUST013342,2,10.22,4.0,76,37,Bronze,0,0.893,1,0.7750994190178889
CUST013343,9,38.95,6.0,46,31,Bronze,0,0.997,0,0.24273987220920198
CUST013344,6,12.24,3.0,19,41,Bronze,0,0.802,0,0.04718579778639328
CUST013345,5,15.53,3.0,13,2,Bronze,0,0.81,0,0.1555797211979348
CUST013346,3,25.93,0.0,10,60,Gold,0,0.904,0,0.05919173707480419
CUST013347,10,25.88,2.0,69,7,Gold,1,0.442,0,0.262126193603889
CUST013348,6,25.63,1.0,52,34,Gold,1,0.727,0,0.08758310976701049
CUST013349,4,27.29,2.0,63,44,Silver,0,0.473,0,0.39034112309734886
CUST013350,8,27.71,3.0,40,39,Silver,0,1.0,0,0.03876709715240005
CUST013351,8,32.44,4.0,50,49,Silver,1,0.626,0,0.22474926634714973
CUST013352,11,35.39,4.0,35,45,Gold,0,0.797,0,0.030786185613757976
CUST013353,4,37.84,5.0,71,54,Silver,2,0.642,0,0.6180196796735947
CUST013354,10,29.12,2.0,35,38,Silver,0,0.523,0,0.03855823396887624
CUST013355,5,24.31,3.0,3,14,Gold,0,0.617,0,0.026596220167387316
CUST013356,4,24.18,3.0,61,8,Silver,0,0.675,0,0.6125776663363116
CUST013357,2,28.98,5.0,36,17,Bronze,0,0.823,0,0.5916671996659391
CUST013358,4,25.74,6.0,54,9,Bronze,1,0.857,0,0.8795911737360731
CUST013359,5,29.6,3.0,38,28,Bronze,1,0.657,1,0.5079174919229643
CUST013360,7,23.93,3.0,21,32,Bronze,0,0.464,0,0.13632504772427062
CUST013361,5,21.46,5.0,75,22,Bronze,0,0.715,1,0.8294195750916046
CUST013362,4,22.2,4.0,75,33,Bronze,0,0.684,1,0.8347787132825848
CUST013363,6,12.37,6.0,75,9,Bronze,1,,1,0.8693196789347393
CUST013364,8,19.73,3.0,36,19,Platinum,0,0.75,0,0.03270566395483062
CUST013365,3,27.23,8.0,74,27,Bronze,1,0.704,1,0.9403303167958854
CUST013366,2,28.39,5.0,57,15,Bronze,0,0.763,0,0.8240081837970877
CUST013367,4,17.09,4.0,47,13,Bronze,0,0.84,0,0.4245723991179396
CUST013368,7,32.34,7.0,41,50,Bronze,1,0.766,0,0.3155185622303889
CUST013369,8,29.82,4.0,52,12,Silver,0,0.826,0,0.21970034672597746
CUST013370,7,30.19,6.0,40,6,Silver,0,0.635,0,0.41581110364199275
CUST013371,8,13.8,5.0,14,7,Bronze,0,0.773,0,0.11041600700964725
CUST013372,3,11.21,3.0,47,16,Silver,1,0.748,1,0.5346445969600486
CUST013373,6,42.74,4.0,76,52,Bronze,1,0.831,1,0.5864961275945777
CUST013374,7,34.93,5.0,31,21,Silver,1,0.979,0,0.0849209264447817
